doc_id,entity,type,score
3558,##hil,I-ORG,0.50867605
3558,##ip,I-ORG,0.560727
3558,##pe,I-ORG,0.6817348
3564,##rgent,I-LOC,0.9974381
3564,##ina,I-LOC,0.9658567
3564,##rgent,I-MISC,0.97648484
3564,##ine,I-MISC,0.979984
3565,##ale,I-ORG,0.6690373
3565,##nz,I-ORG,0.5173666
3565,##uel,I-ORG,0.78608465
3565,##eric,I-LOC,0.8198435
3565,##nz,I-LOC,0.49490687
3565,##rgent,I-LOC,0.83341706
3565,##ina,I-LOC,0.6743016
3565,##uel,I-ORG,0.5297519
3565,##rgent,I-MISC,0.7545518
3565,##ine,I-MISC,0.6248655
3565,##nz,I-ORG,0.34540537
3565,##uel,I-ORG,0.71470237
3565,am,I-MISC,0.5221719
3565,##eric,I-MISC,0.7381483
3565,##an,I-MISC,0.96737516
3573,g,I-LOC,0.87347543
3573,##uant,I-LOC,0.9926764
3573,##ana,I-LOC,0.79153293
3573,##mo,I-LOC,0.9975159
3573,##uan,I-MISC,0.5840738
3575,##n,I-MISC,0.75026405
3575,##to,I-PER,0.70481604
3577,##erie,I-ORG,0.7653301
3577,b,I-ORG,0.9030054
3577,##lair,I-ORG,0.8963615
3577,ch,I-ORG,0.6237291
3577,##erie,I-ORG,0.8900901
3577,b,I-ORG,0.9084398
3577,##lair,I-ORG,0.8877667
3588,chin,I-MISC,0.87664527
3588,##ese,I-MISC,0.9821186
3588,##rani,I-MISC,0.72428393
3588,##rani,I-MISC,0.4419302
3588,##zad,I-LOC,0.8684575
3588,##egan,I-LOC,0.8712942
3589,##ham,I-PER,0.83070445
3589,c,I-PER,0.8668857
3589,##lint,I-PER,0.6743224
3596,##si,I-ORG,0.501594
3596,##chi,I-ORG,0.5255531
3597,mi,I-LOC,0.6057775
3597,##ami,I-LOC,0.7056456
3598,chin,I-MISC,0.9339813
3598,##ese,I-MISC,0.9914731
3598,##bos,I-ORG,0.52112305
3598,##tate,I-ORG,0.6257494
3598,##go,I-ORG,0.74624866
3598,##state,I-ORG,0.5597939
3598,##go,I-ORG,0.6628324
3604,##f,I-LOC,0.7629316
3604,##ghan,I-LOC,0.9964653
3604,##istan,I-LOC,0.9991554
3607,##aki,I-LOC,0.8447713
3607,##stan,I-LOC,0.90903807
3607,##f,I-LOC,0.8209804
3607,##ghan,I-LOC,0.9928803
3607,##istan,I-LOC,0.99708563
3614,euro,I-MISC,0.9421441
3614,##pe,I-MISC,0.6084093
3614,##an,I-MISC,0.8319836
3614,euro,I-MISC,0.8861288
3618,j,I-MISC,0.96260756
3618,##apa,I-MISC,0.8380475
3618,##nese,I-MISC,0.9919391
3618,f,I-PER,0.9192339
3618,##u,I-PER,0.8734926
3618,##ji,I-PER,0.9744387
3618,##saki,I-PER,0.7750841
3621,##yrian,I-MISC,0.6541933
3621,am,I-MISC,0.94395465
3621,##eric,I-MISC,0.89312845
3621,##an,I-MISC,0.9932355
3627,##dia,I-LOC,0.48388562
3627,am,I-MISC,0.6243937
3627,##eric,I-MISC,0.77947307
3627,##an,I-MISC,0.97936445
3633,##rel,I-LOC,0.47042146
3651,##wed,I-MISC,0.9738443
3651,##ish,I-MISC,0.8537444
3651,##ore,I-LOC,0.32546616
3651,##an,I-MISC,0.58690256
3651,##f,I-MISC,0.5934254
3651,##rica,I-MISC,0.809849
3651,##n,I-MISC,0.7729691
3652,z,I-PER,0.8661176
3652,##ela,I-PER,0.49501196
3652,##ya,I-PER,0.89492434
3652,##eric,I-MISC,0.71971405
3652,##an,I-MISC,0.7429594
3662,##ip,I-PER,0.49858508
3666,##rench,I-MISC,0.99862826
3666,##rench,I-MISC,0.9988624
3667,##rea,I-PER,0.5742543
3667,mit,I-PER,0.9599361
3667,##chel,I-PER,0.5807945
3686,me,I-ORG,0.56582373
3686,##xi,I-ORG,0.67889816
3686,##com,I-ORG,0.55642855
3686,##dia,I-LOC,0.98995906
3694,##ute,I-ORG,0.79629904
3694,##nberg,I-ORG,0.5716584
3717,bra,I-LOC,0.74548334
3717,##si,I-LOC,0.97627676
3717,##lia,I-LOC,0.9840835
3717,##zi,I-MISC,0.9033927
3717,##lian,I-MISC,0.93793243
3717,##zi,I-MISC,0.9601765
3717,##lian,I-MISC,0.9899624
3717,##zi,I-MISC,0.9163824
3717,##lian,I-MISC,0.99387664
3717,##zi,I-MISC,0.94693035
3717,##lian,I-MISC,0.9772611
3726,##xi,I-MISC,0.49189806
3736,##rgent,I-LOC,0.95370585
3745,##rica,I-LOC,0.5069614
3764,##dia,I-LOC,0.9842291
3775,##ndon,I-LOC,0.9122786
3782,##c,I-ORG,0.60444677
3785,##fi,I-ORG,0.62716025
3785,##zer,I-ORG,0.83713406
3790,lo,I-LOC,0.65478724
3790,##ndon,I-LOC,0.97462887
3797,##loom,I-ORG,0.4359227
3819,r,I-PER,0.8082329
3819,##aj,I-PER,0.9371982
3819,##iv,I-PER,0.99414515
3819,s,I-PER,0.9861034
3819,##ha,I-PER,0.5994669
3819,##aj,I-PER,0.7449655
3819,##iv,I-PER,0.98539203
3819,s,I-PER,0.8889198
3819,r,I-PER,0.9088375
3819,##aj,I-PER,0.915302
3819,##iv,I-PER,0.9930067
3819,r,I-PER,0.98216945
3819,##aj,I-PER,0.89831805
3819,s,I-PER,0.9658304
3820,##ped,I-ORG,0.53260714
3820,bar,I-PER,0.64069766
3820,##ack,I-PER,0.97890925
3820,o,I-PER,0.8692385
3820,##ba,I-PER,0.52591354
3831,##aki,I-MISC,0.9373888
3831,##stan,I-MISC,0.97680646
3831,##i,I-MISC,0.91709834
3833,##russ,I-MISC,0.97346866
3833,##ian,I-MISC,0.76330274
3847,##dia,I-LOC,0.98817176
3848,u,I-ORG,0.6227544
3848,##gan,I-ORG,0.6309803
3848,##da,I-ORG,0.499308
3850,##gli,I-MISC,0.813073
3850,##sh,I-MISC,0.9868167
3858,am,I-MISC,0.8804022
3858,##eric,I-MISC,0.7976973
3858,##aki,I-MISC,0.4409206
3858,##stan,I-LOC,0.7522858
3866,##eric,I-MISC,0.7625027
3866,##an,I-MISC,0.82972455
3872,ho,I-PER,0.8955834
3872,##brook,I-PER,0.8293398
3872,ka,I-PER,0.61410254
3872,##rz,I-PER,0.6562206
3898,mi,I-PER,0.96109456
3898,##cha,I-PER,0.9827917
3898,##el,I-PER,0.9927341
3898,p,I-PER,0.6427446
3908,s,I-ORG,0.57999855
3908,##yman,I-ORG,0.6116807
3908,##tec,I-ORG,0.70577794
3908,g,I-ORG,0.79985726
3908,##ena,I-ORG,0.40281188
3908,##cho,I-ORG,0.6782765
3909,##rench,I-MISC,0.45021382
3909,##do,I-ORG,0.5115222
3917,##ja,I-ORG,0.56764084
3917,##tate,I-ORG,0.5237699
3917,##go,I-ORG,0.7161197
3920,m,I-PER,0.8879508
3920,##u,I-PER,0.8707238
3920,##ji,I-PER,0.9214408
3920,##ca,I-PER,0.68971694
3920,u,I-LOC,0.5202998
3920,##rug,I-LOC,0.53423417
3920,##uay,I-LOC,0.7070223
3921,##hua,I-MISC,0.83262545
3921,##nian,I-MISC,0.9721333
3921,##bal,I-ORG,0.36998987
3923,##pt,I-LOC,0.55493605
3923,i,I-LOC,0.45798466
3923,chin,I-MISC,0.89692235
3923,##ese,I-MISC,0.85662526
3929,911,I-ORG,0.55045015
3937,east,I-LOC,0.9836354
3937,is,I-MISC,0.6797256
3937,##rae,I-MISC,0.8212695
3937,##tin,I-MISC,0.9691356
3937,##ian,I-MISC,0.9796714
3943,##rench,I-MISC,0.99622726
3943,r,I-MISC,0.58316123
3943,##uss,I-MISC,0.9782063
3953,##lam,I-MISC,0.8395511
3960,##ku,I-PER,0.4982254
3963,##rae,I-ORG,0.6492548
3963,##eric,I-MISC,0.7801243
3963,##ahn,I-PER,0.87439936
3968,##rae,I-ORG,0.8009565
3968,##rae,I-ORG,0.79072344
3968,##rae,I-ORG,0.72061944
3968,##rae,I-ORG,0.8008785
3973,east,I-LOC,0.8844622
3978,me,I-MISC,0.74649507
3978,##xi,I-MISC,0.98287934
3978,##can,I-MISC,0.9843286
3978,##xi,I-MISC,0.9789009
3978,##can,I-MISC,0.9777956
3981,ji,I-PER,0.6474571
3981,j,I-PER,0.759207
3981,##oh,I-PER,0.66009647
3981,##kner,I-LOC,0.6634225
3981,##oh,I-PER,0.59785616
3984,v,I-ORG,0.4941442
3987,am,I-MISC,0.8640464
3987,##eric,I-MISC,0.9182701
3987,##an,I-MISC,0.9682788
3993,chin,I-MISC,0.9655187
3993,##ese,I-MISC,0.97746104
3996,##gue,I-PER,0.6954853
4005,##rm,I-ORG,0.3460257
4010,ha,I-PER,0.66301775
4010,##mad,I-PER,0.8699673
4010,j,I-PER,0.5425361
4010,##ass,I-PER,0.6562925
4010,##im,I-PER,0.5759044
4014,##na,I-PER,0.6789415
4014,##mor,I-PER,0.56911397
4026,##aki,I-LOC,0.9178607
4026,##stan,I-LOC,0.9930512
4027,##mon,I-PER,0.5042924
4041,r,I-PER,0.77384967
4041,##ya,I-PER,0.52106875
4041,##b,I-PER,0.49566725
4042,##rank,I-LOC,0.8970889
4042,##fu,I-LOC,0.59728
4042,##rt,I-LOC,0.93438834
4051,la,I-MISC,0.6526853
4051,##tin,I-MISC,0.5958221
4051,am,I-MISC,0.667057
4051,##eric,I-MISC,0.74820507
4056,s,I-MISC,0.92570937
4056,##wed,I-MISC,0.98202777
4056,##ish,I-MISC,0.99443734
4056,stock,I-LOC,0.63679224
4056,##holm,I-LOC,0.8617486
4062,##borough,I-LOC,0.6946862
4076,em,I-ORG,0.4922878
4076,em,I-ORG,0.48330092
4083,##chard,I-ORG,0.5527772
4083,##hardt,I-ORG,0.47630367
4083,##to,I-ORG,0.6213184
4101,am,I-MISC,0.6148
4101,##eric,I-MISC,0.9721991
4101,##an,I-MISC,0.98112637
4101,c,I-PER,0.54671925
4101,c,I-PER,0.46915847
4110,##aki,I-MISC,0.7961996
4110,##stan,I-MISC,0.95713013
4110,##i,I-MISC,0.71880275
4110,##dia,I-MISC,0.5348466
4110,##kis,I-MISC,0.47579464
4110,##dus,I-LOC,0.71326923
4110,##dia,I-LOC,0.9896834
4110,##aki,I-LOC,0.8059778
4110,##stan,I-LOC,0.97270334
4112,arm,I-MISC,0.94018155
4112,##enia,I-MISC,0.95041513
4113,r,I-PER,0.9324652
4113,##ya,I-PER,0.77159303
4113,##b,I-PER,0.6896364
4115,##h,I-MISC,0.7387347
4124,##f,I-LOC,0.891038
4124,##ghan,I-LOC,0.996512
4124,##istan,I-LOC,0.9988943
4124,##f,I-LOC,0.7627928
4124,##ghan,I-LOC,0.99640524
4124,##istan,I-LOC,0.99873286
4130,##guard,I-ORG,0.56158954
4132,r,I-ORG,0.5332493
4132,re,I-ORG,0.71387535
4133,##aki,I-LOC,0.98227227
4133,##stan,I-LOC,0.997827
4134,##eit,I-PER,0.62459975
4138,##gol,I-MISC,0.53454304
4138,sa,I-PER,0.42781746
4138,sa,I-ORG,0.820216
4141,euro,I-MISC,0.7309648
4141,##pe,I-MISC,0.45296064
4141,##an,I-MISC,0.50001043
4141,##ac,I-PER,0.86814594
4141,##lav,I-PER,0.99690694
4141,k,I-PER,0.9980223
4141,##laus,I-PER,0.9245272
4146,o,I-PER,0.8508343
4146,##ba,I-PER,0.49028325
4146,middle,I-LOC,0.8702588
4146,east,I-LOC,0.9855444
4146,##eor,I-PER,0.9829465
4146,##ge,I-PER,0.9959705
4146,mit,I-PER,0.98653424
4146,##chel,I-PER,0.81084996
4149,o,I-ORG,0.77107286
4149,##sca,I-ORG,0.66163546
4149,##r,I-ORG,0.6976796
4151,e,I-MISC,0.95321584
4151,##pt,I-MISC,0.93090034
4151,##ian,I-MISC,0.9891073
4151,##inian,I-MISC,0.92551327
4161,##f,I-LOC,0.81964064
4161,##ghan,I-LOC,0.99664414
4161,##istan,I-LOC,0.9982863
4161,o,I-PER,0.8265473
4161,##ba,I-PER,0.58216286
4161,##f,I-LOC,0.5667078
4161,##ghan,I-LOC,0.99627894
4161,##istan,I-LOC,0.9980615
4193,chin,I-MISC,0.6888049
4205,##aki,I-LOC,0.4937053
4205,##stan,I-LOC,0.56741357
4212,##eric,I-MISC,0.7958011
4212,##an,I-MISC,0.9200977
4214,euro,I-MISC,0.3712872
4224,p,I-LOC,0.5477199
4224,##aki,I-LOC,0.9318434
4224,##stan,I-LOC,0.9897119
4224,##aki,I-LOC,0.92257416
4224,##stan,I-LOC,0.9968225
4224,##esh,I-LOC,0.99809915
4224,##awa,I-LOC,0.99709
4224,##r,I-LOC,0.99871385
4224,##aki,I-MISC,0.6124915
4224,##stan,I-MISC,0.90414846
4225,##ale,I-ORG,0.5356115
4225,r,I-ORG,0.62472886
4254,da,I-PER,0.82852006
4254,##vid,I-PER,0.98596984
4254,s,I-PER,0.995555
4254,##chi,I-PER,0.93114674
4254,##ller,I-PER,0.58176315
4254,##zad,I-ORG,0.35643128
4260,##stan,I-LOC,0.4158227
4273,mi,I-PER,0.937473
4273,##chel,I-PER,0.9255953
4273,##le,I-PER,0.72734946
4286,chin,I-MISC,0.89603126
4286,##ese,I-MISC,0.95823854
4305,ha,I-LOC,0.8808733
4305,##iti,I-LOC,0.6977732
4313,##adia,I-ORG,0.41184768
4321,##stan,I-MISC,0.4792423
4321,ha,I-PER,0.6600052
4328,##aki,I-LOC,0.8539432
4328,##stan,I-LOC,0.94433075
4341,mi,I-ORG,0.829717
4341,##chel,I-ORG,0.7305321
4341,##e,I-ORG,0.8402781
4354,mi,I-PER,0.60351753
4354,##cha,I-PER,0.6754384
4354,##el,I-PER,0.7498321
4354,bar,I-PER,0.6860792
4354,bill,I-PER,0.78571975
4354,c,I-PER,0.8732178
4354,##lint,I-PER,0.784323
4361,arm,I-MISC,0.9784627
4361,##enia,I-MISC,0.9826417
4361,##n,I-MISC,0.98945004
4368,##mb,I-MISC,0.49250847
4368,##ian,I-MISC,0.9229024
4368,u,I-PER,0.75052756
4371,##a,I-PER,0.9064107
4371,now,I-PER,0.924408
4371,##ak,I-PER,0.8820055
4371,##owski,I-PER,0.9435996
4371,##a,I-PER,0.7817916
4371,now,I-PER,0.91866606
4371,##ak,I-PER,0.8300344
4371,##owski,I-PER,0.87433183
4373,c,I-PER,0.86643904
4373,##lint,I-PER,0.70431703
4373,##oria,I-PER,0.9741349
4373,del,I-PER,0.96544105
4373,##oria,I-PER,0.9826795
4373,del,I-PER,0.9622501
4373,##eric,I-MISC,0.62196326
4373,##an,I-MISC,0.93991125
4373,##ian,I-MISC,0.9370648
4378,p,I-LOC,0.6939974
4378,##aki,I-LOC,0.9688025
4378,##stan,I-LOC,0.99577516
4401,nor,I-ORG,0.7174402
4401,to,I-ORG,0.79566586
4401,##iv,I-ORG,0.7012562
4407,##ace,I-ORG,0.580407
4407,m,I-ORG,0.6107227
4407,##gent,I-ORG,0.7759361
4407,##ha,I-ORG,0.6903826
4407,##u,I-ORG,0.77145916
4407,##ge,I-ORG,0.61361337
4407,marshal,I-ORG,0.6065781
4407,k,I-ORG,0.67165613
4407,##iam,I-ORG,0.6246315
4407,r,I-ORG,0.51677126
4407,##els,I-ORG,0.7364855
4407,##haus,I-ORG,0.8287882
4407,##beth,I-ORG,0.70831406
4407,bill,I-PER,0.8378687
4407,c,I-PER,0.9665426
4407,##lint,I-PER,0.6932289
4411,chin,I-MISC,0.9686951
4411,##ese,I-MISC,0.99060166
4412,j,I-PER,0.4423333
4412,##ent,I-PER,0.873071
4412,##les,I-PER,0.8738541
4421,##oda,I-ORG,0.83308864
4421,e,I-ORG,0.979791
4421,##bel,I-ORG,0.67403674
4421,##ing,I-ORG,0.54899144
4429,ha,I-ORG,0.7964
4429,##iti,I-ORG,0.78742486
4429,ha,I-ORG,0.64682776
4429,##iti,I-ORG,0.57134086
4430,##any,I-PER,0.355374
4430,##ahu,I-PER,0.75604475
4437,n,I-PER,0.69986236
4437,##ko,I-PER,0.75552034
4437,##ana,I-PER,0.7768604
4437,##mash,I-PER,0.4097439
4437,##aba,I-PER,0.6202407
4437,##f,I-LOC,0.47492662
4437,##rica,I-LOC,0.99873203
4440,middle,I-LOC,0.9446419
4440,east,I-LOC,0.9965919
4443,al,I-MISC,0.9583758
4443,##ger,I-MISC,0.8783129
4443,##ian,I-MISC,0.9948054
4443,ah,I-PER,0.7423354
4443,ou,I-PER,0.81823194
4443,##yah,I-PER,0.6235569
4445,ka,I-PER,0.76350707
4445,##rz,I-PER,0.5459141
4445,##ghan,I-MISC,0.81185156
4445,o,I-PER,0.71956325
4445,##f,I-LOC,0.79966164
4445,##ghan,I-LOC,0.9874746
4445,##istan,I-LOC,0.9912943
4446,ka,I-LOC,0.69753945
4446,##rz,I-LOC,0.7362346
4446,##rz,I-LOC,0.70925003
4446,ka,I-LOC,0.7171531
4446,##rz,I-LOC,0.8328388
4448,o,I-PER,0.88745093
4448,##mar,I-PER,0.971512
4448,z,I-PER,0.9300419
4448,##al,I-PER,0.824069
4448,##chi,I-PER,0.8840646
4451,am,I-MISC,0.8619006
4451,##eric,I-MISC,0.9792916
4451,##an,I-MISC,0.98716855
4451,##alia,I-MISC,0.9462822
4451,##n,I-MISC,0.9427166
4453,##ike,I-PER,0.7011684
4453,##n,I-PER,0.3503986
4453,##berry,I-PER,0.5802808
4461,##eric,I-MISC,0.521486
4466,##erman,I-MISC,0.94580173
4469,##uss,I-MISC,0.95312774
4481,i,I-PER,0.97641444
4481,##bra,I-PER,0.99382544
4481,##him,I-PER,0.9882911
4481,##aki,I-MISC,0.8389002
4481,##stan,I-MISC,0.92367536
4481,##i,I-MISC,0.89512914
4482,la,I-PER,0.5923629
4487,##tius,I-PER,0.45247775
4503,##sville,I-LOC,0.90625566
4503,##sville,I-LOC,0.51645327
4507,r,I-PER,0.95988226
4507,##oz,I-PER,0.9644176
4507,##a,I-PER,0.9922212
4507,o,I-PER,0.99063605
4507,##tun,I-PER,0.91925144
4507,##boy,I-PER,0.9384087
4507,k,I-LOC,0.880968
4507,##yr,I-LOC,0.9950954
4507,##gy,I-LOC,0.85261977
4507,##z,I-LOC,0.8440738
4507,##stan,I-LOC,0.9964385
4507,##yr,I-LOC,0.99400866
4507,##gy,I-LOC,0.93840426
4507,##z,I-LOC,0.8635601
4507,##stan,I-LOC,0.99710256
4512,##h,I-MISC,0.6551129
4512,ka,I-PER,0.9640805
4512,##cz,I-PER,0.97928166
4512,##yn,I-PER,0.8697421
4512,o,I-PER,0.7317271
4512,ka,I-PER,0.9100819
4512,##cz,I-PER,0.9629263
4512,##yn,I-PER,0.6017168
4512,ka,I-PER,0.9552265
4512,##cz,I-PER,0.9751178
4512,##yn,I-PER,0.78226465
4519,##yi,I-ORG,0.5542255
4519,euro,I-MISC,0.95857525
4519,##pe,I-MISC,0.6080386
4521,v,I-ORG,0.5145037
4521,##illiers,I-ORG,0.6427531
4532,##ala,I-LOC,0.80183035
4532,##est,I-LOC,0.54562044
4532,##ina,I-LOC,0.4892896
4537,##f,I-LOC,0.78405106
4537,##ghan,I-LOC,0.9787379
4537,##istan,I-LOC,0.98899764
4537,##aki,I-LOC,0.88635105
4537,##stan,I-LOC,0.9158299
4538,##gles,I-ORG,0.70136327
4538,##ias,I-ORG,0.60148203
4538,##gles,I-ORG,0.41826606
4538,##eric,I-MISC,0.655561
4539,##aki,I-MISC,0.6214196
4539,##stan,I-MISC,0.9481344
4539,g,I-PER,0.4881572
4539,al,I-ORG,0.6178307
4547,el,I-PER,0.7245404
4547,##iot,I-PER,0.98926115
4547,en,I-PER,0.9611542
4547,##gel,I-PER,0.8003727
4547,##eric,I-MISC,0.49467865
4576,w,I-PER,0.88048726
4576,##ils,I-PER,0.63342524
4576,##on,I-PER,0.53459054
4578,##aa,I-ORG,0.6297453
4578,##t,I-ORG,0.5291026
4578,middle,I-LOC,0.5734597
4578,east,I-LOC,0.9269186
4578,##gna,I-PER,0.78293175
4578,##tius,I-PER,0.70616853
4578,##inian,I-MISC,0.675677
4582,##guard,I-ORG,0.60468423
4585,##vid,I-PER,0.65073717
4585,sang,I-PER,0.81955236
4585,##rt,I-PER,0.69665754
4586,##hua,I-LOC,0.82160294
4586,##nia,I-LOC,0.6840134
4587,##ph,I-PER,0.7886123
4587,w,I-PER,0.93265605
4587,w,I-PER,0.5816802
4589,##guard,I-ORG,0.80882484
4589,##ian,I-ORG,0.6341757
4589,##guard,I-ORG,0.6592034
4592,##h,I-MISC,0.69156444
4597,c,I-PER,0.57182586
4597,##lint,I-PER,0.6846118
4597,c,I-PER,0.7995832
4597,##lint,I-PER,0.75584984
4597,am,I-MISC,0.6858571
4597,##eric,I-MISC,0.9485641
4597,##as,I-MISC,0.7426068
4605,i,I-MISC,0.8859676
4605,##ran,I-MISC,0.94962734
4612,##gue,I-PER,0.75763214
4618,##ku,I-PER,0.78127664
4620,mi,I-PER,0.9225535
4620,##gue,I-PER,0.99406946
4620,##l,I-PER,0.9736182
4620,rod,I-PER,0.9303172
4620,##rig,I-PER,0.76786304
4620,##ue,I-PER,0.5973781
4622,##pt,I-LOC,0.60059905
4626,ben,I-PER,0.974736
4626,##azi,I-PER,0.97187984
4626,##r,I-PER,0.98236716
4626,b,I-PER,0.98185927
4626,##hu,I-PER,0.9203082
4626,##tto,I-PER,0.56655025
4626,is,I-LOC,0.9948494
4626,##lam,I-LOC,0.9981998
4626,##abad,I-LOC,0.9990126
4626,##aki,I-LOC,0.95095533
4626,##stan,I-LOC,0.99233866
4629,##aki,I-MISC,0.931524
4629,##stan,I-MISC,0.9747584
4629,##i,I-MISC,0.84655166
4630,##f,I-LOC,0.95916677
4630,##ghan,I-LOC,0.9963834
4630,##istan,I-LOC,0.9984794
4630,euro,I-MISC,0.77706724
4631,c,I-PER,0.9957853
4631,##lint,I-PER,0.99556476
4631,##on,I-PER,0.99068004
4631,f,I-PER,0.93157804
4640,middle,I-LOC,0.96980256
4640,east,I-LOC,0.9823909
4646,##rf,I-LOC,0.7642943
4646,##ur,I-LOC,0.6342524
4646,am,I-MISC,0.6653795
4646,##eric,I-MISC,0.8935067
4646,##an,I-MISC,0.9642485
4646,##dan,I-MISC,0.60825324
4646,##ese,I-MISC,0.7467453
4646,##dan,I-MISC,0.5588006
4649,##rae,I-ORG,0.46571925
4653,##eric,I-MISC,0.9756241
4653,##an,I-MISC,0.95498216
4653,##nen,I-ORG,0.37071484
4653,##berg,I-MISC,0.6213814
4654,c,I-PER,0.69537175
4654,##lint,I-PER,0.50223345
4654,##on,I-PER,0.7506855
4654,c,I-PER,0.5560194
4655,hang,I-LOC,0.95626247
4655,##zhou,I-LOC,0.9987307
4655,chin,I-MISC,0.96760756
4655,##ese,I-MISC,0.98006415
4655,##i,I-MISC,0.4887769
4660,##ame,I-MISC,0.9340975
4660,##rica,I-MISC,0.97840595
4660,##n,I-MISC,0.9312581
4662,k,I-PER,0.9852174
4662,##orn,I-PER,0.83431363
4662,##b,I-PER,0.95676357
4662,##rica,I-MISC,0.9725073
4662,g,I-MISC,0.926124
4662,##erman,I-MISC,0.99259263
4662,euro,I-MISC,0.39327487
4662,##pe,I-LOC,0.67083615
4662,k,I-PER,0.9416301
4662,##orn,I-PER,0.88924056
4662,##b,I-PER,0.92551744
4662,##lum,I-PER,0.5128282
4662,g,I-LOC,0.5195337
4662,##erman,I-MISC,0.79723006
4662,k,I-PER,0.5032947
4662,##b,I-PER,0.73275864
4662,##erman,I-MISC,0.63034445
4662,##erman,I-MISC,0.7470332
4662,euro,I-MISC,0.8828632
4665,##eric,I-MISC,0.6749768
4667,i,I-LOC,0.5777229
4667,##ran,I-LOC,0.7445474
4667,am,I-MISC,0.8743474
4667,##eric,I-MISC,0.97400135
4667,##an,I-MISC,0.9753651
4667,am,I-MISC,0.57643044
4667,##eric,I-MISC,0.8380613
4667,i,I-LOC,0.7328395
4667,##ra,I-LOC,0.5288193
4667,k,I-LOC,0.7785077
4667,##ur,I-LOC,0.8923799
4667,##dis,I-LOC,0.961343
4667,##tan,I-LOC,0.95266956
4671,##eas,I-LOC,0.54028445
4671,east,I-LOC,0.9614135
4672,##esi,I-ORG,0.4959064
4691,##inian,I-MISC,0.61089855
4691,##rae,I-MISC,0.47586045
4691,##tin,I-MISC,0.87248605
4691,##ian,I-MISC,0.9316927
4694,##kis,I-MISC,0.34467515
4700,##iet,I-LOC,0.9700219
4700,##nam,I-LOC,0.9622427
4705,ram,I-PER,0.48929325
4705,ka,I-PER,0.79738045
4705,##rz,I-PER,0.6894355
4708,chin,I-MISC,0.8826187
4708,##ese,I-MISC,0.9690684
4708,chin,I-MISC,0.6978557
4708,##ese,I-MISC,0.960033
4708,chin,I-MISC,0.6015639
4708,##ese,I-MISC,0.5397261
4710,lo,I-PER,0.9048352
4710,##na,I-PER,0.969709
4710,v,I-PER,0.78926957
4710,##al,I-PER,0.41688323
4710,##mor,I-PER,0.82370216
4728,##ha,I-LOC,0.7789257
4728,##ha,I-LOC,0.881153
4728,al,I-ORG,0.97409725
4728,j,I-ORG,0.9841008
4728,##az,I-ORG,0.92037165
4728,##eera,I-ORG,0.9476064
4728,##com,I-ORG,0.70735514
4735,am,I-MISC,0.95754516
4735,##eric,I-MISC,0.9747104
4735,##an,I-MISC,0.9910982
4735,me,I-MISC,0.81375486
4735,##xi,I-MISC,0.9771339
4735,##can,I-MISC,0.9913974
4741,a,I-ORG,0.7065109
4741,##p,I-ORG,0.49956164
4753,##isi,I-MISC,0.8677967
4757,chin,I-MISC,0.96985894
4757,##ese,I-MISC,0.9873225
4757,chin,I-MISC,0.49249586
4757,##ese,I-MISC,0.98218334
4757,chin,I-MISC,0.9192129
4757,##ese,I-MISC,0.9716808
4758,chin,I-LOC,0.48658583
4758,ta,I-LOC,0.92363214
4758,##ix,I-LOC,0.87272716
4758,##ing,I-LOC,0.92706543
4758,##ang,I-LOC,0.58851135
4758,##su,I-LOC,0.5901859
4761,##chin,I-MISC,0.5662782
4761,##ese,I-MISC,0.87192297
4761,si,I-ORG,0.75485885
4761,##kor,I-ORG,0.37191153
4761,##ski,I-ORG,0.7512938
4767,##mad,I-PER,0.7012189
4767,sa,I-PER,0.94758743
4769,la,I-ORG,0.52241695
4770,##j,I-PER,0.49344537
4770,##ta,I-PER,0.48252326
4770,##ba,I-PER,0.8479829
4770,sa,I-PER,0.9667838
4770,##mare,I-PER,0.87577546
4770,##h,I-PER,0.84845734
4770,has,I-PER,0.9707163
4770,##hem,I-PER,0.7442227
4770,##ine,I-PER,0.7485192
4770,me,I-PER,0.9591962
4770,##s,I-PER,0.69146144
4770,##bah,I-PER,0.93715996
4770,##ya,I-PER,0.48992926
4770,i,I-MISC,0.48459244
4770,##rani,I-MISC,0.6944075
4777,uk,I-MISC,0.9302419
4777,##rain,I-MISC,0.9880376
4777,##ian,I-MISC,0.99588746
4785,ha,I-ORG,0.5258591
4785,##aret,I-ORG,0.49486792
4785,##any,I-PER,0.5783615
4785,##ahu,I-PER,0.8063932
4785,##ahu,I-PER,0.49947536
4785,##ahu,I-PER,0.6573838
4791,##aki,I-MISC,0.67901045
4791,##stan,I-LOC,0.5898937
4793,lo,I-LOC,0.9406747
4793,##ndon,I-LOC,0.9936121
4815,##erry,I-PER,0.4594155
4815,##uil,I-PER,0.54327774
4815,##ian,I-PER,0.43369234
4815,##lint,I-ORG,0.74928313
4816,f,I-MISC,0.59631205
4816,##rench,I-MISC,0.99907637
4816,o,I-PER,0.70382804
4816,##ba,I-PER,0.44494733
4816,##rench,I-MISC,0.99860257
4825,##aki,I-LOC,0.92385674
4825,##stan,I-LOC,0.9634218
4825,##dia,I-LOC,0.9879892
4825,chin,I-LOC,0.8785051
4825,##rica,I-LOC,0.9872961
4826,##xi,I-MISC,0.77745074
4826,##can,I-MISC,0.9629465
4826,##xi,I-MISC,0.64966863
