doc_id,argument,start,end
5356,he said the vision,1975,1993
5356,thats the reality,2167,2184
5356,more important think,2412,2432
5356,important think,2417,2432
5356,there was some unhappiness,4564,4590
5356,they fit the pieces,8543,8562
5361,you place condolence,230,250
5374,outrageous said,613,628
5374,that threaten the security,1025,1051
5374,their hardearned tax,1594,1614
5374,there are assurances,1744,1764
5374,their intended purposes,1798,1821
5381,they lack majority,238,256
5382,isabelle let,36,48
5383,you know the euimfusg,139,160
5383,that assumes path,3670,3687
5383,you doubt this study,4464,4484
5383,surprise leading,5395,5411
5383,arbitrary including,5858,5877
5383,there is no question,7379,7399
5384,who had no clue,86,101
5402,he wants tories,21,36
5407,you saw this item,20,37
5414,remote given,1253,1265
5415,who decides etanyahu,502,522
5415,that said officials,1369,1388
5430,nothing planned rest,44,64
5433,who stormed the village,1368,1391
5433,their demolished homes,1854,1876
5433,they celebrated the demolitions,2084,2115
5433,they reach adulthood,4102,4122
5433,there is distinction,4561,4581
5433,zionist founding,5646,5662
5433,who joined the mayhem,5931,5952
5434,there is objection,2816,2834
5434,there are quorum,3840,3856
5434,who pay attention,4230,4247
5434,which resembled nineteenthcentury,4416,4449
5434,there were twentythree,5724,5746
5434,he said indignation,7135,7154
5434,there is no rule,8241,8257
5434,they cast votes,10616,10631
5434,gentle bluecarpeted,10701,10720
5434,who wandered the chamber,11454,11478
5434,their confined space,11580,11600
5434,we get some order,12342,12359
5434,he introduced proposal,12383,12405
5434,they played game,12828,12844
5434,late delaying,14518,14531
5434,which allows senators,16643,16664
5434,we scheduled votes,17135,17153
5434,nothing dominates the life,17266,17292
5434,heartthey know this place,18507,18532
5434,you get the call,18758,18774
5434,who has an office,19510,19527
5434,that cover the hill,20020,20039
5434,which emphasize insider,20146,20169
5434,nearly fiftywho come,21501,21521
5434,fiftywho come,21508,21521
5434,theres no trust,22847,22862
5434,he had the courtesy,24649,24668
5434,equally amoral calculating,27739,27765
5434,amoral calculating,27747,27765
5434,there are no lobbyists,28033,28055
5434,he writes understanding,28446,28469
5434,who negotiated legislationor,28736,28764
5434,there was mechanism,29611,29630
5434,major initiativevoting,30067,30089
5434,there were number,31358,31375
5434,they look accommodationist,31556,31582
5434,he added the shattering,31948,31971
5434,there was phrase,32090,32106
5434,who nearing the end,34770,34789
5434,he put the directory,35772,35792
5434,who left office,36471,36486
5434,its selfgoverning body,38226,38248
5434,they include moderates,38631,38653
5434,there were times,39670,39686
5434,which had minifridge,40141,40161
5434,they needed time,42221,42237
5434,which allowed twothirds,42926,42949
5434,legislative maneuvering,45386,45409
5434,theres chaos,45660,45672
5434,he told the times,45925,45942
5434,that took place,48172,48187
5434,masterly maneuvering,49088,49108
5434,he has the crowsfeet,49597,49617
5434,he has the air,49992,50006
5434,thats the number,53112,53128
5434,public demanded,55250,55265
5434,both considered centrists,55524,55549
5434,who became the mayor,55601,55621
5434,who became the governor,55708,55731
5434,they hosted series,56109,56127
5434,they expressed surprise,56771,56794
5434,he called corker,57303,57319
5434,there are friends,60138,60155
5434,he chopped the air,60404,60422
5434,there was the noise,61645,61664
5434,very little happens,61761,61780
5434,little happens,61766,61780
5434,my ranking member,62695,62712
5434,he held the floor,63463,63480
5434,there is no question,63740,63760
5434,there is lot,63797,63809
5439,you have the time,286,303
5440,we thank both governments,398,423
5440,which has the support,557,578
5446,you have the time,286,303
5459,that pres bill,89,103
5468,huge hit,106,114
5478,she takes the ball,281,299
5485,there is coalition,1201,1219
5493,then incumbent mp,970,987
5493,incumbent mp,975,987
5493,which prompted an election,1210,1236
5499,ill get,0,7
5521,you call bibi,62,75
5528,your written statement,109,131
5538,young pashtospeaking,1002,1022
5538,there is no security,2014,2034
5538,they strongarmed quota,2772,2794
5538,usaid ripped,2988,3000
5538,it allows men,6412,6425
5538,there is no point,8107,8124
5538,who surrounded pat,9377,9395
5538,young welleducated,9634,9652
5538,you exploit women,9769,9786
5538,you call that progress,9824,9846
5538,moderate educated,11518,11535
5538,you break faith,14555,14570
5538,you break faith,14589,14604
5544,electrical sensing,753,771
5544,who needed defibrillator,1381,1405
5544,who received the model,1966,1988
5544,we hope complications,2388,2409
5544,he helped design,2832,2848
5544,who require units,2977,2994
5544,which regulates heart,3023,3044
5545,it sells columns,665,681
5545,many anticipated,2990,3006
5545,he suspected ahmadinejad,4993,5017
5552,us gladys hope,222,236
5554,you have any questions,256,278
5558,old charged,831,842
5566,it done presume,21,36
5566,you want jack,37,50
5584,they got cloture,0,16
5585,razorsharp mind,1394,1409
5585,theres israelpalestine,3117,3139
5596,he has wealth,136,149
5596,us wrote letter,221,236
5596,we wrote the letter,335,354
5596,you have time,973,986
5596,you answer the question,1287,1310
5596,we set this hearing,1595,1614
5596,those id,1697,1705
5596,we have lot,1752,1763
5596,you want specifics,2474,2492
5596,we have partners,5878,5894
5596,which include the pakistanis,5895,5923
5596,you send letters,6371,6387
5596,theres lot,7154,7164
5596,you have lot,7287,7299
5596,they have conflict,7632,7650
5596,we have benchmarks,8921,8939
5596,there is no division,9173,9193
5597,forthcoming including,102,123
5604,ill believe,528,539
5604,he thinks the cameras,641,662
5604,who leads the government,1212,1236
5612,worth keeping,150,163
5613,yms readout 14b,145,160
5617,just random gathering,215,236
5617,random gathering,220,236
5617,they reflect months,615,634
5619,there is no question,2729,2749
5619,them win seat,3588,3601
5619,we want things,4070,4084
5619,very dangerous said,4634,4653
5619,dangerous said,4639,4653
5619,we had militias,4765,4780
5619,we fear war,4838,4849
5619,they want peace,4879,4894
5619,they respect womens,4952,4971
5622,clearly ccd have,10,26
5622,ccd have,18,26
5628,she told the conference,1994,2017
5628,you have any questions,3274,3296
5632,they remain targets,1184,1203
5632,lebanese negotiate,2435,2453
5632,he hoped obama,3632,3646
5639,pretty sure gave,3,19
5639,sure gave,10,19
5639,me check tomorrow,121,138
5640,who leads the group,1170,1189
5642,worth reading,196,209
5642,whole feel,1598,1608
5642,many professing,1661,1676
5642,he probed the students,1949,1971
5642,they reserve the right,2030,2052
5642,unfair citing,2646,2659
5642,that challenges israels,4027,4050
5642,appalled saving,4717,4732
5642,he visited dozen,7178,7194
5642,that opposed israels,7727,7747
5642,israeli actionsdirecting,16120,16144
5642,tirtzu accused,17468,17482
5642,that investigated israels,17572,17597
5642,you give aid,18164,18176
5642,liberal zionismwith,18341,18360
5642,they learn devotion,21426,21445
5642,distinctly illiberal cast,22274,22299
5642,illiberal cast,22285,22299
5642,they change course,23859,23877
5642,it portends the future,23878,23900
5642,there is an epidemic,24760,24780
5642,what infuriated critics,26088,26111
5642,he defile the memory,26185,26205
5642,least lapid,26322,26333
5642,they treated the nonjews,26651,26675
5642,you free this obsession,27333,27356
5642,their lived experience,27486,27508
5642,you possess dozens,27677,27695
5643,which controls access,1778,1799
5643,there was no basis,1986,2004
5643,italian criticized,3689,3707
5655,you have the time,166,183
5656,you secure asap,61,76
5676,you have wifi,233,246
5676,it senses that wifi,352,371
5688,great interview,0,15
5695,me know results,22,37
5701,which values honesty,667,687
5701,it removes politics,778,797
5701,it bases implementation,815,838
5701,we thank senator,1720,1736
5713,pretty sure saw,151,166
5713,sure saw,158,166
5715,that opened convalescent,1249,1273
5715,who has the privilege,3980,4001
5715,someone elses ideas,4344,4363
5715,we sought person,4735,4751
5715,who chaired the search,4865,4887
5715,she understands the challenges,4957,4987
5720,ill leave,137,146
5729,you did conference,64,82
5749,we bear the burden,1296,1314
5749,there are gaps,5527,5541
5751,they reaired the show,137,158
5751,they picked that show,264,285
5754,he became head,194,208
5759,there are no hostages,605,626
5759,there is no place,2794,2811
5759,who led the rescue,3612,3630
5759,his saving soldier,3727,3745
5760,him speak netanyahu,744,763
5760,incorrect said,1461,1475
5760,that said sources,3433,3450
5760,you envision the end,3694,3714
5763,we have reservation,0,19
5782,we set time,13,24
5788,he declared obama,796,813
5788,he asked members,1609,1625
5788,there are number,2385,2401
5788,who found way,3761,3774
5788,poor decisionmaking,6457,6476
5788,same swerving,6565,6578
5788,that protected the bonuses,9325,9351
5788,it added injury,9376,9391
5788,individual trampling,10219,10239
5788,thats recipe,10433,10445
5788,them obamas unwillingness,13254,13279
5788,there is no doubt,13853,13870
5788,thats sign,18017,18027
5788,uncomfortable making,22819,22839
5789,theres no point,3916,3931
5789,he concedes sovereignty,4142,4165
5789,we declare another victory,4683,4709
5792,this puts the burden,414,434
5803,there are lot,347,360
5803,who have expertise,389,407
5803,hes the kind,815,827
5803,there are others,893,909
5803,such selfundermining,1121,1141
5803,worth paying,1287,1299
5806,he shouted threats,2214,2232
5806,strange isolated,2927,2943
5806,there were people,3380,3397
5806,who rejected science,3398,3418
5806,she filed lawsuit,5906,5923
5806,other making,7341,7353
5806,right staged,7503,7515
5806,that juxtaposed obamas,8272,8294
5806,young rightwing,9195,9210
5806,acorn helped,9673,9685
5806,they had no interest,9785,9805
5806,they believed the majority,10427,10453
5806,who directed resources,11288,11310
5806,which received funding,11745,11767
5806,her growing media,12733,12750
5806,least hastened,14136,14150
5806,she assailed health,14895,14914
5806,nonpartisan factchecking,16043,16067
5806,that began the genocide,16647,16670
5806,he thundered the death,17547,17569
5806,who viewed the legalization,17915,17942
5806,who founded an antiobama,18466,18490
5806,you see people,18721,18735
5806,there is judgment,21155,21172
5806,professional named,21222,21240
5806,this got ideas,21913,21927
5806,real good saw,22138,22151
5806,good saw,22143,22151
5806,that consumed the tea,23094,23115
5806,they collected welfare,23770,23792
5806,he showed footage,23816,23833
5806,we know demonstrator,26055,26075
5806,mormon converting,27272,27289
5806,his failed radio,27655,27671
5806,his redbashing lecture,30819,30841
5806,you control the food,32050,32070
5806,you control the people,32090,32112
5806,who published booklet,33104,33125
5806,he received each month,33453,33475
5806,which passed the house,34371,34393
5806,major rightwing,35351,35366
5806,redstateorg churned,35378,35397
5806,who coauthored stupaks,36949,36971
5806,representative torn,38434,38453
5806,they promoted disorder,39163,39185
5806,they smashed windows,39216,39236
5809,we have assurances,316,334
5817,thats the point,9,24
5829,there is any research,18,39
5839,quite useful think,59,77
5839,useful think,65,77
5843,it faces series,475,490
5843,several remain,853,867
5843,it present bridging,1743,1762
5843,us sponsored deal,3448,3465
5843,you have the history,8688,8708
5843,that minimize infringements,9861,9888
5849,it accused the north,1614,1634
5849,which denies involvement,1700,1724
5849,that drives the north,2104,2125
5849,which provides links,2997,3017
5849,they like the north,3357,3376
5855,there is some kind,25,43
5862,there is no rhyme,74,91
5864,much appreciate,135,150
5864,ill write,358,367
5867,we lost night,107,120
5879,you print this document,11,34
5881,seriously wrong starting,1177,1201
5881,wrong starting,1187,1201
5881,we borrowed money,1331,1348
5881,there is no reason,2273,2291
5881,he shifts the discussion,2775,2799
5881,there is no reluctance,2983,3005
5881,he tells readers,3522,3538
5881,there is another way,4865,4885
5881,we double the number,4985,5005
5881,we generate demand,6190,6208
5881,more expansionary fed,6224,6245
5881,expansionary fed,6229,6245
5881,there is no reason,6329,6347
5881,worth noting,6883,6895
5887,you hanging all evening,18,41
5887,its getting rougher,120,139
5893,it makes sense,131,145
5897,worth reading,34,47
5897,you know the facts,86,104
5897,their chateauhopping president,908,938
5897,there was the news,1508,1526
5897,it explained brigadier,1669,1691
5897,isi sponsored,3170,3183
5897,that kept karzai,3559,3575
5897,both dominating afghanistan,5856,5883
5897,still busy liaising,6589,6608
5897,busy liaising,6595,6608
5897,they raised funds,8980,8997
5897,he told conference,10440,10458
5901,you called needs,76,92
5915,we hit some traffic,40,59
5925,disagree wish,3905,3918
5925,there were some way,3919,3938
5927,it created some buzz,307,327
5927,that help women,1062,1077
5927,other womencentered,1532,1551
5927,that womens groups,1910,1928
5927,extreme candidatesincluding,2960,2987
5927,that help women,3067,3082
5927,equal pay,5746,5755
5928,hard going,740,750
5930,there are no preconditions,358,384
5930,ready provided,406,420
5930,ready provided,1407,1421
5931,ill write,202,211
5931,you get an explosion,861,881
5931,we have plenty,1454,1468
5931,we have shortage,2034,2050
5931,we had the kind,3532,3547
5931,counterproductive given,6414,6437
5931,he remind voters,6989,7005
5931,his guiding narrative,7535,7556
5931,solid branding,7781,7795
5931,he took office,8950,8964
5931,that received bailouts,10378,10400
5931,that received bailouts,10964,10986
5931,we need an overhaul,12716,12735
5931,that leave the public,15122,15143
5931,you mix policies,15830,15846
5931,you win the center,15886,15904
5931,it sucks the motivation,16348,16371
5931,theyre part,16426,16437
5931,you have no answers,19201,19220
5931,many stand,20065,20075
5931,that stops insurance,22154,22174
5931,which violates the principles,22287,22316
5931,our elected officials,23794,23815
5931,it drew westen,24824,24838
5933,they mean lot,85,98
5933,you get some semblance,796,818
5945,there are alternatives,2739,2761
5945,there is role,2839,2852
5945,they embody righteousness,6199,6224
5945,that empowers terrorism,7790,7813
5945,he understood the centrality,8814,8842
5945,few doubt,9008,9017
5945,there was no peace,10671,10689
5945,annexed widening,11326,11342
5945,they have media,11781,11796
5945,same aging,12978,12988
5945,it cost both heads,13190,13208
5945,it has no interest,14051,14069
5945,that begin tomorrow,15189,15208
5945,disinterested going,15235,15254
5945,that begin tomorrow,16322,16341
5945,they reflect both conviction,17896,17924
5945,they reflect disconnects,18319,18343
5945,this offered normalization,18585,18611
5945,it encapsulates the contrast,20675,20703
5945,arabic has,21687,21697
5945,that takes place,21895,21911
5945,that take place,22141,22156
5945,that require peace,24410,24428
5945,they administered the city,26240,26266
5945,there is lesson,27091,27106
5945,first get,28227,28236
5945,there are officials,29437,29456
5945,israeli occupying,30580,30597
5945,they multiply the numbers,33877,33902
5945,that incites terrorism,34193,34215
5945,there is basis,34285,34299
5950,we run the risk,1171,1186
5950,you told the participants,1350,1375
5952,we have answer,195,209
5973,much appreciate,217,232
5973,you know hope,410,423
5980,they produced thanks,288,308
5986,we thought landler,638,656
5986,global reach,1342,1354
5986,we have chance,1537,1551
5987,you getting comments,659,679
5992,that falls elections,874,894
5992,they have confidence,2479,2499
5995,last updated,143,155
5995,that barack obamas,319,337
5995,he has this ability,1264,1283
5995,who had sex,1867,1878
5995,retrospect looks,2083,2099
5995,you make decision,2965,2982
6001,you want the movies,44,63
6003,you have minute,83,98
6009,you have chance,5,20
6009,what sent yesterday,29,48
6015,we have no give,146,161
6018,their proposed edits,55,75
6020,terrific see,42,54
6022,you need place,272,286
6029,they did phone,66,80
6032,you see the proliferation,287,312
6036,good went,42,51
6036,local elected,215,228
6036,we moved the womens,855,874
6039,that strengthens the capacity,2004,2033
6044,you watch the video,1025,1044
6044,it changes the way,1056,1074
6058,third leading,1138,1151
6058,he called head,2421,2435
6058,this make wilders,2790,2807
6058,he calls the parallels,3286,3308
6058,he called wilders,4326,4343
6058,who advocate protectionism,5192,5218
6058,neither expressed any concern,6383,6412
6058,them israels mainstream,7390,7413
6058,which brought the tactic,10047,10071
6058,who employed wilders,10979,10999
6058,him stepping stone,11036,11054
6058,it contradicts the freedom,11960,11986
6058,well meindert fennema,12330,12351
6058,meindert fennema,12335,12351
6067,there is jane,1511,1524
6067,who founded chicagos,1587,1607
6068,there was negotiation,36,57
6073,ftcorn poisoned,177,192
6073,that erupted decade,1453,1472
6073,there is no evidence,2432,2452
6073,that makes multiparty,4402,4423
6073,inevitable means,4435,4451
6079,you give credence,3135,3152
6079,which abandoning ambiguity,3188,3214
6079,arab states,3427,3438
6079,you envision the scenario,4890,4915
6079,there is no law,5306,5321
6079,military use,5795,5807
6079,you say ambiguity,6520,6537
6093,several including,989,1006
6093,we issued statement,1170,1189
6093,it sends signal,1432,1447
6093,you regards arturo,1652,1670
6095,they weigh the deal,63,82
6096,them written assurances,68,91
6096,they weigh the deal,356,375
6112,they prefer the term,939,959
6112,older jewbaiting,1049,1065
6112,who hides the sword,5364,5383
6112,she has the will,5630,5646
6112,other rightwing,7723,7738
6112,we feel the state,8848,8865
6112,it builds character,9613,9632
6113,muslim hearts,102,115
6113,we use matters,645,659
6113,that overstating the threat,5061,5088
6113,that understates the threat,5142,5169
6113,hes the editor,5647,5661
6116,your pending calls,67,85
6123,uncertain said,1218,1232
6126,deep dives,263,273
6141,strategic targeted,39,57
6150,we schedule call,45,61
6161,complete draft,38,52
6164,more factchecking,122,139
6172,worth read,390,400
6172,which proposes highspeed,546,570
6173,that included details,777,798
6173,syrian trackasking,994,1012
6196,ready send,665,675
6197,extremely nascent undertaking,696,725
6197,nascent undertaking,706,725
6197,democratic leaning,2764,2782
6197,democratic leaning,4308,4326
6210,we love snarkiness,728,746
6210,that keeps the government,1967,1992
6210,there were no appropriations,2086,2114
6210,it helps the plan,2840,2857
6210,thats money,3090,3101
6210,you freeze the ability,3142,3164
6210,we got glimpse,4002,4016
6210,much easier take,4325,4341
6210,easier take,4330,4341
6210,other democratcontrolled,4962,4986
6212,that pushes the parties,2315,2338
6212,arabisrael stalemate,4101,4121
6212,broader framing,5140,5155
6212,who support compromise,6036,6058
6212,our shared interests,6534,6554
6218,we want govt,258,270
6218,we have no candidate,432,452
6218,that reflects the votes,562,585
6225,least raising,387,400
6236,afsm resulting,123,137
6236,particular present,483,501
6236,we review the events,881,901
6236,that took place,902,917
6236,we complete this security,1058,1083
6246,you have the time,450,467
6258,tall joviallooking,594,612
6258,memorial sloankettering,1947,1970
6258,their combined fortune,3293,3315
6258,recent admiring,4546,4561
6258,theres no one,4857,4870
6258,they have pattern,4956,4973
6258,she issued statement,6690,6710
6258,who draws salary,7040,7056
6258,venable honored,7930,7945
6258,several paid,8328,8340
6258,venable introduced,8588,8606
6258,who told the crowd,8650,8668
6258,who give crap,10130,10143
6258,they put the seeds,10658,10676
6258,who received campaign,11078,11099
6258,he earned degree,12080,12096
6258,he kept photographs,12744,12763
6258,he warned welfare,13645,13662
6258,that prefigures the tea,13769,13792
6258,all earned engineering,15380,15402
6258,who befriended charles,16694,16716
6258,he credits charles,17133,17151
6258,who favored the abolition,18729,18754
6258,he opened an institution,18920,18944
6258,who won charless,19060,19076
6258,which has no income,20091,20110
6258,he rented yacht,21040,21055
6258,he threw parties,21127,21143
6258,it proposed the legalization,22986,23014
6258,he told reporter,23498,23514
6258,they direct the kochs,24289,24310
6258,that do research,27729,27745
6258,that impact the profit,27769,27791
6258,which files lawsuits,28042,28062
6258,who write position,28327,28345
6258,he told doherty,28594,28609
6258,we withdraw funding,28680,28699
6258,he kochs subsidization,28700,28722
6258,he wrote business,29344,29361
6258,longterm unified,29385,29401
6258,he told doherty,29567,29582
6258,there is no consensus,32129,32150
6258,which opposes the presentation,32736,32766
6258,he said the heating,33620,33639
6258,beneficial resulting,33662,33682
6258,he said the mideighties,33857,33880
6258,marketoriented ideasbridging,34094,34122
6258,hes genius,35842,35852
6258,hes the emperor,35853,35868
6258,which hires people,37120,37138
6258,they needed mechanism,38697,38718
6258,we studied the idea,39282,39301
6258,we needed boots,39379,39394
6258,fraudulent mismeasuring,39972,39995
6258,they used lot,41460,41473
6258,operationin threatening,43327,43350
6258,political organizing,46668,46688
6258,lectern thanked,47799,47814
6258,they create speakers,49216,49236
6258,it discouraged dealmakersrepublicans,50194,50230
6258,we started this organization,51214,51242
6258,we envisioned mass,51269,51287
6258,he told portfolio,53750,53767
6258,he became patron,54112,54128
6258,human beingsincluding,55164,55185
6258,it bought georgiapacific,55952,55976
6258,it seem part,58551,58563
6258,who runs the web,59284,59300
6258,he warned supporters,60569,60589
6271,this reflects the changes,37,62
6280,there are number,133,149
6292,there are couple,52,68
6292,ill have,114,122
6302,you took the time,11,28
6306,my updated version,18,36
6313,they include papers,713,732
6313,that dig each side,1607,1625
6313,there is no misunderstanding,1921,1949
6313,this fails bibi,2410,2425
6356,you hope the craziness,48,70
6372,itself bringing world,1498,1519
6372,who articulated vision,3572,3594
6372,she oversaw the pentagons,3725,3750
6372,better annemarie,4182,4198
6381,who wrote the book,220,238
6386,that appropriate money,1296,1318
6386,we identified granger,1613,1634
6386,she criticizedthe increases,2483,2510
6386,she said the committee,3638,3660
6388,he trails quinn,226,241
6398,you invoke diane,87,103
6398,it brings smile,104,119
6402,they got cloture,0,16
6411,there was every expectation,167,194
6411,international protecting,1189,1213
6411,what happened roslehtinen,2506,2531
6411,the said the bill,2777,2794
6411,that gave the legislation,3129,3154
6411,there comes time,5142,5158
6411,who supported the bill,6502,6524
6411,everyone makes decisions,10032,10056
6419,you have the background,28,51
6422,there was no bowing,1236,1255
6422,assistant managing,3946,3964
6425,who wrote the rise,9,27
6428,easier saying,224,237
6428,youd like,295,304
6428,he has others,341,354
6435,functional consider,2713,2732
6435,usaid done,3389,3399
6435,second assign,3779,3792
6435,meaningful given,4787,4803
6435,there are efforts,5547,5564
6439,early jockeying,1457,1472
6439,everyone has an opportunity,2484,2511
6439,they make the ballot,4195,4215
6439,they get the signatures,4497,4520
6439,theres lot,4728,4738
6439,he expected emanuel,5497,5516
6446,there are reports,885,902
6446,his proposed action,1113,1132
6446,we condemn the action,1133,1154
6446,we await the action,1559,1578
6446,muslim facing,2988,3001
6453,you have right,698,712
6453,theyre takingi,934,948
6453,theres any excuse,1267,1284
6453,it puts troops,2183,2197
6462,he runs smallmedium,357,376
6475,that threaten the lives,737,760
6479,worth try,381,390
6492,there are elements,74,92
6492,worst backsliding,375,392
6492,thats the case,911,925
6493,there are elements,74,92
6493,worst backsliding,375,392
6493,thats the case,909,923
6495,least water,683,694
6495,they lost the war,964,981
6495,sharply tailored chainsmoking,3248,3277
6495,tailored chainsmoking,3256,3277
6495,he builds coalitions,3756,3776
6495,he have lot,3902,3913
6495,you get things,6428,6442
6495,he called the boehner,8089,8110
6495,there is rebellion,8429,8447
6500,you tube httpbitlydb6yb1,418,442
6500,sure heard,821,831
6500,im cancer,1951,1960
6500,there are lots,2521,2535
6503,we have backroom,449,465
6508,top rated,346,355
6508,we need speaker,1773,1788
6508,we need moderation,2004,2022
6508,we face today,3770,3783
6508,top rated,4276,4285
6508,we need speaker,6780,6795
6508,we need speaker,7669,7684
6508,we need speaker,8660,8675
6509,you had time,13,25
6512,serious suggesting,315,333
6514,he said the bbg,1645,1660
6514,there is firewall,1913,1930
6514,all covering the news,2473,2494
6516,this raised the case,30,50
6516,who took the kids,323,340
6529,you have any reactions,273,295
6557,we discussed some months,518,542
6562,it lost the nuance,95,113
6562,we selected democracy,217,238
6568,they have no time,839,856
6568,we see life,2425,2436
6568,thoroughly entertaining read,3415,3443
6568,entertaining read,3426,3443
6568,better protects,3602,3617
6570,his working class,430,447
6570,it made sense,1149,1162
6570,likely voting,3020,3033
6570,well worth defining,3143,3162
6570,worth defining,3148,3162
6570,whats the matter,4094,4110
6570,we need speaker,5299,5314
6570,theres message,5771,5785
6570,that finance campaigns,6455,6477
6570,busy branding,6695,6708
6570,who caused the recession,7065,7089
6579,we expecteda demand,463,482
6582,ill find,3,11
6583,we let steinberg,0,16
6605,itself wiking whose members,604,631
6605,theres disclaimer,1175,1192
6605,true underlying,2672,2687
6605,we salute these idealists,2880,2905
6605,their loved ones,3050,3066
6605,which chronicles an ss,3320,3342
6605,what occurred sydnor,3393,3413
6605,he joined the wiking,3975,3995
6605,he quit the group,4245,4262
6605,theres reenactors,5078,5095
6605,it sends shiver,7424,7439
6614,worth noting,823,835
6614,there was no usg,926,942
6615,there was no usg,458,474
6624,subject let,492,503
6624,ill go,516,522
6630,whos media,134,144
6636,that make sense,223,238
6641,you ask wha,4,15
6642,whats status,49,61
6647,ill call,19,27
6649,he explainedliberals socialists,763,794
6649,he offers explanations,2676,2698
6649,it marks revival,3957,3973
6649,own acknowledged,4160,4176
6649,southern elected,5141,5157
6649,he looked welch,7092,7107
6649,he believed the subversion,7237,7263
6649,he called the insiders,8029,8051
6649,he designed the birch,8959,8980
6649,he ran the police,11269,11286
6649,he enlivened survey,12065,12084
6649,who rejected stateestablished,14755,14784
6649,they adopted the motto,15744,15766
6649,communist agentapproved,16122,16145
6649,which characterized slave,16679,16704
6649,his requiredreading listand,17366,17393
6649,our founding fathers,17788,17808
6649,he produced drawing,19439,19458
6649,who brought this dime,19607,19628
6649,who coined the term,20187,20206
6649,big businesslooked,20378,20396
6649,there are signs,23499,23514
6649,he drew the line,24917,24933
6649,that accused welch,26179,26197
6649,he served the campaign,28371,28393
6649,mcgovern voicing,29248,29264
6649,mcgovern sharpened,29831,29849
6649,he appointed moderates,31719,31741
6649,he called the crazycons,34621,34644
6649,he described the tea,35585,35605
6650,there are no jobs,2636,2653
6653,it hires men,385,397
6655,certain bestselling,677,696
6655,youre democrat,1970,1984
6655,he won the state,2884,2900
6655,still strong voiced,3436,3455
6655,strong voiced,3442,3455
6655,he shouted the crowd,3551,3571
6655,that allows graduates,4496,4517
6655,there is reason,4693,4708
6655,which means obama,4846,4863
6659,we handled the issue,619,639
6659,we made point,798,811
6660,we handled the issue,619,639
6660,we made point,798,811
6660,such challenging,2238,2254
6661,we have policy,111,125
6661,all get chance,179,193
6679,that disrupted polling,232,254
6688,that concern others,1467,1486
6688,theres no reason,4826,4842
6692,now ill get,64,75
6692,ill get,68,75
6693,you left lot,41,53
6699,its registered office,1454,1475
6700,you talkmeet today,4,22
6709,ill get,4,11
6711,you get some sleep,33,51
6713,we get some detailsand,65,87
6720,theres the issue,1084,1100
6720,there are lot,1158,1171
6728,we have lot,140,151
6731,urbinas ruling,178,192
6733,you have any ideas,186,204
6734,wonderful catching,265,283
6734,warmest regards,613,628
6735,wonderful catching,265,283
6735,warmest regards,613,628
6737,there was no misunderstanding,533,562
6738,she has another stephanie,69,94
6747,it favors state,325,340
6748,we start the year,186,203
6748,he buy skim,338,349
6748,we have the promises,501,521
6749,which took place,426,442
6749,she refused requests,1310,1330
6749,her carrying baby,1369,1386
6749,he turned page,2273,2287
6751,that shattered the party,497,521
6751,he shouted threats,3193,3211
6751,strange isolated,3906,3922
6751,there were people,4377,4394
6751,who rejected science,4395,4415
6751,she filed lawsuit,6954,6971
6751,latter described,7543,7559
6751,other making,8395,8407
6751,right staged,8555,8567
6751,newss topranked,8968,8983
6751,that juxtaposed obamas,9335,9357
6751,young rightwing,10288,10303
6751,acorn helped,10766,10778
6751,they had no interest,10878,10898
6751,they believed the majority,11517,11543
6751,who directed resources,12408,12430
6751,which received funding,12863,12885
6751,her growing media,13871,13888
6751,least hastened,15343,15357
6751,she assailed healthcare,16155,16178
6751,nonpartisan factchecking,17300,17324
6751,that began the genocide,17906,17929
6751,he thundered the death,18806,18828
6751,who viewed the legalisation,19174,19201
6751,who founded an antiobama,19733,19757
6751,you see people,19987,20001
6751,there is judgment,22397,22414
6751,professional named,22464,22482
6751,this got ideas,23151,23165
6751,real good saw,23376,23389
6751,good saw,23381,23389
6751,that consumed the tea,24339,24360
6751,they collected welfarecheques,25013,25042
6751,he showed footage,25059,25076
6751,we know demonstrator,27286,27306
6751,mormon converting,28503,28520
6751,his failed radio,28886,28902
6751,his redbashing lecture,32051,32073
6751,you control the food,33277,33297
6751,you control the people,33317,33339
6751,who published booklet,34327,34348
6751,he received each month,34675,34697
6751,which passed the house,35591,35613
6751,major rightwing,36560,36575
6751,redstateorg churned,36587,36606
6751,who coauthored stupaks,38155,38177
6751,they promoted disorder,40377,40399
6751,they smashed windows,40430,40450
6755,we discussed letter,84,103
6773,you read the letter,5,24
6790,you met the journalist,37,59
6794,there are number,148,164
6806,youre rock,17,27
6809,ill add,0,7
6815,we make decisions,20,37
6827,longtime postponed,52,70
6841,you frame the relevance,10,33
6843,him help hospital,47,64
6881,shaun wants,38,49
6888,that makes the secrecy,686,708
6888,islamophobia wounded,2873,2893
6888,its heavyhanded methods,4325,4348
6888,puny compared,5732,5745
6888,who fund tea,5814,5826
6888,that preceded the centers,12541,12566
6888,second failed,12645,12658
6888,who made no attempt,13413,13432
6888,their stated goal,13529,13546
6888,it whitewashing the genocide,14080,14108
6888,that read intifada,15035,15053
6888,it promoted the line,15229,15249
6888,she rejected terrorism,15699,15721
6888,arabic replaced,16175,16190
6888,she posted video,18350,18366
